title;author;booklink;ratingscount;rating;genre1;genre2;genre3;genre4
The Omega Conspiracy: Satan's Last Assault on God's Kingdom (Paperback);I.D.E. Thomas;https://goodreads.com/book/show/2314714.The_Omega_Conspiracy;104;4,18;Christian;Religion;Christianity;Anthologies
Principia Discordia ● Or ● How I Found Goddess and What I Did to Her When I Found Her: The Magnum Opiate of Malaclypse the Younger (Paperback);Gregory  Hill;https://goodreads.com/book/show/89937.Principia_Discordia_Or_How_I_Found_Goddess_and_What_I_Did_to_Her_When_I_Found_Her;4800;4,27;Philosophy;Religion;Humor;Nonfiction
Split Second (Sean King & Michelle Maxwell, #1);David Baldacci;https://goodreads.com/book/show/204276.Split_Second;51726;4,00;Mystery;Fiction;Thriller;Suspense
V for Vendetta (Paperback);Steve Moore;https://goodreads.com/book/show/5812.V_for_Vendetta;3103;4,15;Fiction;Science Fiction;Science Fiction;Dystopia
Furies of Calderon (Codex Alera, #1);Jim Butcher;https://goodreads.com/book/show/29396.Furies_of_Calderon;86752;4,13;Fantasy;Fiction;Fantasy;Epic Fantasy
Blood's a Rover (Underworld USA, #3);James Ellroy;https://goodreads.com/book/show/6094181-blood-s-a-rover;4240;3,91;Mystery;Crime;Fiction;Mystery
White Cat (Curse Workers, #1);Holly Black;https://goodreads.com/book/show/6087756-white-cat;36701;3,80;Young Adult;Fantasy;Fantasy;Urban Fantasy
White Jade (The Project, #1);Alex Lukeman;https://goodreads.com/book/show/12677852-white-jade;1908;3,94;Thriller;Fiction;Mystery;Suspense
The Ruby in the Smoke (Sally Lockhart, #1);Philip Pullman;https://goodreads.com/book/show/114982.The_Ruby_in_the_Smoke;22095;3,76;Mystery;Young Adult;Historical;Historical Fiction
The Sacred Bones (Hardcover);Michael Byrnes;https://goodreads.com/book/show/449207.The_Sacred_Bones;2155;3,81;Fiction;Thriller;Mystery;Historical
The Mars Mystery (Paperback);Graham Hancock;https://goodreads.com/book/show/53330.The_Mars_Mystery;789;3,59;Nonfiction;Science;History;Mystery
Seven Deadly Wonders (Jack West Jr, #1);Matthew Reilly;https://goodreads.com/book/show/144791.Seven_Deadly_Wonders;21396;4,09;Thriller;Fiction;Adventure;Action
Brothers: The Hidden History of the Kennedy Years (Hardcover);David Talbot;https://goodreads.com/book/show/524654.Brothers;2638;4,08;History;Nonfiction;Politics;Biography
A Feast for Crows (A Song of Ice and Fire, #4);George R.R. Martin;https://goodreads.com/book/show/13497.A_Feast_for_Crows;557636;4,13;Fantasy;Fiction;Fantasy;Epic Fantasy
Kraken (Hardcover);China Miéville;https://goodreads.com/book/show/6931246-kraken;21904;3,60;Fantasy;Fiction;Fantasy;Urban Fantasy
In God's Name: An Investigation Into the Murder of Pope John Paul I (Paperback);David A. Yallop;https://goodreads.com/book/show/733940.In_God_s_Name;933;4,11;History;Nonfiction;Religion;Biography
NATO's Secret Armies: Operation Gladio and Terrorism in Western Europe (Paperback);Daniele Ganser;https://goodreads.com/book/show/765633.NATO_s_Secret_Armies;135;3,94;History;Politics;Nonfiction;Academic
The Ultimate Evil: The Truth about the Cult Murders: Son of Sam and Beyond (Hardcover);Maury Terry;https://goodreads.com/book/show/428810.The_Ultimate_Evil;743;4,04;Crime;True Crime;Nonfiction;Mystery
"The Shadow Over Santa Susana: Black Magic, Mind Control and the ""Manson Family"" Mythos (Paperback)";Adam Gorightly;https://goodreads.com/book/show/753400.The_Shadow_Over_Santa_Susana;156;4,01;Crime;True Crime;Nonfiction;Mystery
The Prince (Paperback);Niccolò Machiavelli;https://goodreads.com/book/show/28862.The_Prince;221410;3,80;Classics;Philosophy;Nonfiction;Politics
Archangel (Paperback);Robert   Harris;https://goodreads.com/book/show/174685.Archangel;8209;3,78;Fiction;Thriller;Historical;Historical Fiction
Jurassic Park (Jurassic Park, #1);Michael Crichton;https://goodreads.com/book/show/40604658-jurassic-park;732569;4,01;Science Fiction;Fiction;Thriller;Adventure
The Best Laid Plans (Paperback);Sidney Sheldon;https://goodreads.com/book/show/99610.The_Best_Laid_Plans;20461;3,68;Fiction;Thriller;Mystery;Suspense
Icon (Paperback);Frederick Forsyth;https://goodreads.com/book/show/109511.Icon;7992;3,94;Fiction;Thriller;Spy Thriller;Espionage
Codex 632 (Hardcover);José Rodrigues dos Santos;https://goodreads.com/book/show/1016753.Codex_632;4485;3,53;Fiction;Historical;Historical Fiction;Mystery
The Illuminati (Paperback);Larry Burkett;https://goodreads.com/book/show/637982.The_Illuminati;771;3,71;Fiction;Christian Fiction;Thriller;Christian
Library of the Dead (Will Piper, #1);Glenn Cooper;https://goodreads.com/book/show/6470037-library-of-the-dead;10198;3,76;Thriller;Mystery;Fiction;Mystery
Prometheus Rising (Paperback);Robert Anton Wilson;https://goodreads.com/book/show/28597.Prometheus_Rising;5349;4,26;Philosophy;Psychology;Nonfiction;Occult
The Rossetti Letter (Claire Donovan #1);Christi Phillips;https://goodreads.com/book/show/201874.The_Rossetti_Letter;4867;3,74;Historical;Historical Fiction;Fiction;Mystery
The Expected One (Magdalene Line Trilogy, #1);Kathleen McGowan;https://goodreads.com/book/show/278210.The_Expected_One;6841;3,90;Historical;Historical Fiction;Fiction;Mystery
The Archangel Project (Jax Alexander Mystery #1);C.S. Graham;https://goodreads.com/book/show/3317890-the-archangel-project;541;3,60;Mystery;Thriller;Fiction;Adventure
The Death of Mrs. Westaway (Hardcover);Ruth Ware;https://goodreads.com/book/show/36373481-the-death-of-mrs-westaway;60417;3,82;Mystery;Fiction;Thriller;Thriller
Prince of Dreams (Messenger Chronicles, #4);Pippa DaCosta;https://goodreads.com/book/show/41883103-prince-of-dreams;371;4,46;Fantasy;Polyamorous;Reverse Harem;Fairies
Turn Off Your Mind: The Mystic Sixties & the Dark Side of the Age of Aquarius (Paperback);Gary Lachman;https://goodreads.com/book/show/658512.Turn_Off_Your_Mind;401;3,96;History;Nonfiction;Religion;Music
The Threat: The Secret Agenda What the Aliens Really Want and How They Plan to Get It (Hardcover);David M. Jacobs;https://goodreads.com/book/show/691693.The_Threat;222;3,82;Science Fiction;Aliens;Fantasy;Paranormal
Tricks for Free (InCryptid, #7);Seanan McGuire;https://goodreads.com/book/show/23244609-tricks-for-free;2510;4,21;Fantasy;Urban Fantasy;Fantasy;Fantasy
The Burglar (Hardcover);Thomas Perry;https://goodreads.com/book/show/40642330-the-burglar;2128;3,57;Mystery;Fiction;Thriller;Suspense
61 Hours (Jack Reacher, #14);Lee Child;https://goodreads.com/book/show/6977769-61-hours;63099;4,10;Thriller;Fiction;Mystery;Mystery
The Suppressed History of America: the Murder of Meriwether Lewis and the Mysterious Discoveries of the Lewis and Clark Expedition (Paperback);Paul Schrag;https://goodreads.com/book/show/9721534-the-suppressed-history-of-america;159;3,80;History;Nonfiction;North American Hi...;American History
The Blinds (Hardcover);Adam Sternbergh;https://goodreads.com/book/show/32600769-the-blinds;5006;3,73;Fiction;Mystery;Thriller;Thriller
A Study in Charlotte (Charlotte Holmes, #1);Brittany Cavallaro;https://goodreads.com/book/show/23272028-a-study-in-charlotte;28809;3,81;Mystery;Young Adult;Contemporary;Retellings
Hustler (Masters of Manhattan #2);Jane   Henry;https://goodreads.com/book/show/39890784-hustler;153;4,46;Romance;Mystery;Mystery;Crime
Smilla's Sense of Snow (Paperback);Peter Høeg;https://goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow;36952;3,73;Fiction;Mystery;Mystery;Crime
The Rising Sea (NUMA Files, #15);Clive Cussler;https://goodreads.com/book/show/35493082-the-rising-sea;3550;4,23;Fiction;Adventure;Thriller;Action
1637: The Volga Rules (Ring of Fire #25);Eric Flint;https://goodreads.com/book/show/38218711-1637;332;4,16;Science Fiction;Alternate History;Science Fiction;Fiction
The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs (Hardcover);Tyler Hamilton;https://goodreads.com/book/show/15823426-the-secret-race;12639;4,34;Nonfiction;Sports and Games;Sports;Sports
Into the Water (Hardcover);Paula Hawkins;https://goodreads.com/book/show/33151805-into-the-water;204999;3,55;Mystery;Fiction;Thriller;Thriller
Where Death Meets the Devil (Death and the Devil, #1);L.J. Hayward;https://goodreads.com/book/show/37647452-where-death-meets-the-devil;1423;4,24;Romance;M M Romance;Mystery;Romance
Stillhouse Lake (Stillhouse Lake, #1);Rachel Caine;https://goodreads.com/book/show/33128934-stillhouse-lake;79020;4,12;Thriller;Mystery;Fiction;Thriller
The Fallen (Amos Decker, #4);David Baldacci;https://goodreads.com/book/show/35959808-the-fallen;33060;4,22;Mystery;Fiction;Thriller;Mystery
What Has Government Done to Our Money? and The Case for the 100 Percent Gold Dollar (Hardcover);Murray N. Rothbard;https://goodreads.com/book/show/81977.What_Has_Government_Done_to_Our_Money_and_The_Case_for_the_100_Percent_Gold_Dollar;2234;4,25;Economics;Politics;Nonfiction;History
Before She Ignites (Fallen Isles, #1);Jodi Meadows;https://goodreads.com/book/show/28524058-before-she-ignites;4782;3,68;Fantasy;Young Adult;Fantasy;Dragons
Fight Club 2 (Hardcover);Chuck Palahniuk;https://goodreads.com/book/show/25614994-fight-club-2;5311;3,06;Sequential Art;Graphic Novels;Sequential Art;Comics
The Marriage Lie (Paperback);Kimberly Belle;https://goodreads.com/book/show/29095401-the-marriage-lie;35354;3,93;Mystery;Fiction;Thriller;Thriller
Empire of Storms (Throne of Glass, #5);Sarah J. Maas;https://goodreads.com/book/show/28260587-empire-of-storms;137875;4,57;Fantasy;Young Adult;Romance;New Adult
World Without End (Kingsbridge, #2);Ken Follett;https://goodreads.com/book/show/5064.World_Without_End;173440;4,26;Historical;Historical Fiction;Fiction;Historical
The Iron Triangle: Inside the Secret World of the Carlyle Group (Paperback);Dan Briody;https://goodreads.com/book/show/108312.The_Iron_Triangle;164;3,52;Politics;Nonfiction;Business;History
Borderline (The Arcadia Project, #1);Mishell Baker;https://goodreads.com/book/show/25692886-borderline;3593;3,87;Fantasy;Fantasy;Urban Fantasy;Mystery
Trapped (The Iron Druid Chronicles, #5);Kevin Hearne;https://goodreads.com/book/show/13536649-trapped;37085;4,28;Fantasy;Urban Fantasy;Fantasy;Fiction
The Romanov Ransom (Fargo Adventure, #9);Clive Cussler;https://goodreads.com/book/show/33874794-the-romanov-ransom;4074;4,08;Adventure;Fiction;Mystery;Thriller
Silence Fallen (Mercy Thompson, #10);Patricia Briggs;https://goodreads.com/book/show/30687916-silence-fallen;27046;4,41;Fantasy;Urban Fantasy;Fantasy;Fantasy
The Wish Granter (ebook);C.J. Redwine;https://goodreads.com/book/show/30255943-the-wish-granter;4092;3,92;Fantasy;Young Adult;Retellings;Romance
The Bone Witch (The Bone Witch, #1);Rin Chupeco;https://goodreads.com/book/show/30095464-the-bone-witch;11278;3,69;Fantasy;Young Adult;Fantasy;Paranormal
Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8);John Tiffany;https://goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child;560709;3,67;Fantasy;Fiction;Young Adult;Plays
Devil in Spring (The Ravenels, #3);Lisa Kleypas;https://goodreads.com/book/show/30179647-devil-in-spring;18351;4,09;Romance;Historical Romance;Romance;Historical
The Lost Book of the Grail (Hardcover);Charlie Lovett;https://goodreads.com/book/show/30422489-the-lost-book-of-the-grail;3393;3,86;Fiction;Historical;Historical Fiction;Mystery
The Radium Girls: The Dark Story of America's Shining Women (Hardcover);Kate  Moore;https://goodreads.com/book/show/31409135-the-radium-girls;44688;4,17;Nonfiction;History;Science;Biography
A Death in Sweden (Kindle Edition);Kevin Wignall;https://goodreads.com/book/show/27810589-a-death-in-sweden;15552;3,82;Thriller;Mystery;Fiction;Mystery
Omnitopia: Dawn (Omnitopia, #1);Diane Duane;https://goodreads.com/book/show/7201162-omnitopia;824;3,74;Science Fiction;Fantasy;Fiction;Science Fiction
London Falling (Shadow Police, #1);Paul Cornell;https://goodreads.com/book/show/18139978-london-falling;6472;3,76;Fantasy;Fantasy;Urban Fantasy;Mystery
Vicious Circle (Joe Pickett, #17);C.J. Box;https://goodreads.com/book/show/30848233-vicious-circle;8203;4,26;Mystery;Fiction;Thriller;Mystery
The Ends of the World (The Conspiracy of Us, #3);Maggie  Hall;https://goodreads.com/book/show/32814687-the-ends-of-the-world;2328;4,03;Young Adult;Mystery;Contemporary;Romance
Wolf by Wolf (Wolf by Wolf, #1);Ryan Graudin;https://goodreads.com/book/show/24807186-wolf-by-wolf;14921;4,27;Historical;Historical Fiction;Young Adult;Fantasy
This Savage Song (Monsters of Verity, #1);Victoria Schwab;https://goodreads.com/book/show/40642172-this-savage-song;48655;4,12;Fantasy;Young Adult;Fantasy;Paranormal
Fire Study (Study, #3);Maria V. Snyder;https://goodreads.com/book/show/1966969.Fire_Study;50227;3,94;Fantasy;Young Adult;Fantasy;Magic
The Traitor's Kiss (The Traitor's Circle, #1);Erin Beaty;https://goodreads.com/book/show/29346870-the-traitor-s-kiss;5585;3,92;Fantasy;Young Adult;Romance;Young Adult
Standard Deviation of Death (The Outlier Prophecies #4);Tina Gower;https://goodreads.com/book/show/31196448-standard-deviation-of-death;151;4,16;Fantasy;Urban Fantasy;Mystery;Fantasy
Brotherhood of Darkness (Kindle Edition);"Stanley ""Stan"" Monteith";https://goodreads.com/book/show/18856780-brotherhood-of-darkness;26;3,65;History;Nonfiction;Literature;American
These Broken Stars (Starbound, #1);Amie Kaufman;https://goodreads.com/book/show/13138635-these-broken-stars;55378;3,92;Young Adult;Science Fiction;Romance;Fantasy
Passenger to Frankfurt (Paperback);Agatha Christie;https://goodreads.com/book/show/310224.Passenger_to_Frankfurt;7431;2,96;Mystery;Fiction;Mystery;Crime
Orphan X (Orphan X #1);Gregg Hurwitz;https://goodreads.com/book/show/40874079-orphan-x;24704;4,09;Thriller;Fiction;Mystery;Suspense
The Book of Daniel (Paperback);E.L. Doctorow;https://goodreads.com/book/show/411761.The_Book_of_Daniel;4572;3,86;Fiction;Historical;Historical Fiction;Literature
Ice Hunter (Woods Cop, #1);Joseph Heywood;https://goodreads.com/book/show/1369922.Ice_Hunter;1009;3,85;Mystery;Fiction;Thriller;Thriller
Consent to Kill (Mitch Rapp, #8);Vince Flynn;https://goodreads.com/book/show/154424.Consent_to_Kill;39063;4,38;Thriller;Fiction;Spy Thriller;Espionage
SecondWorld (Hardcover);Jeremy Robinson;https://goodreads.com/book/show/13167109-secondworld;1685;3,99;Thriller;Fiction;Science Fiction;Adventure
Destiny (Paul Marcus #1);Tom  Lowe;https://goodreads.com/book/show/24880076-destiny;449;4,08;Thriller;Mystery;Thriller;Mystery Thriller
Jeweled Fire (Elemental Blessings, #3);Sharon Shinn;https://goodreads.com/book/show/21528313-jeweled-fire;1882;3,95;Fantasy;Romance;Fiction;Young Adult
Outlaw (Robin Monarch, #2);Mark T. Sullivan;https://goodreads.com/book/show/17286797-outlaw;482;4,06;Thriller;Fiction;War;Terrorism
Act of Terror (Jericho Quinn, #2);Marc Cameron;https://goodreads.com/book/show/13514452-act-of-terror;4346;4,16;Thriller;Fiction;Thriller;Spy Thriller
The Hunted (The Living, #2);Matt de la Pena;https://goodreads.com/book/show/21529626-the-hunted;1013;3,81;Young Adult;Science Fiction;Adventure;Science Fiction
Hidden Huntress (The Malediction Trilogy, #2);Danielle L. Jensen;https://goodreads.com/book/show/21851568-hidden-huntress;8293;3,88;Fantasy;Young Adult;Romance;Fantasy
The Survivor (Mitch Rapp, #14);Vince Flynn;https://goodreads.com/book/show/17570105-the-survivor;16862;4,23;Fiction;Thriller;Spy Thriller;Espionage
Ice Like Fire (Snow Like Ashes, #2);Sara Raasch;https://goodreads.com/book/show/17404295-ice-like-fire;17512;3,77;Fantasy;Young Adult;Romance;Fantasy
The Killing Season (Carter Blake #1);Mason Cross;https://goodreads.com/book/show/18804857-the-killing-season;1785;3,90;Thriller;Mystery;Mystery;Crime
This Side of the Grave (Night Huntress, #5);Jeaniene Frost;https://goodreads.com/book/show/6871617-this-side-of-the-grave;54297;4,28;Paranormal;Vampires;Fantasy;Paranormal
The Pyramids & the Pentagon: The Government's Top Secret Pursuit of Mystical Relics, Ancient Astronauts & Lost Civilizations (Paperback);Nick Redfern;https://goodreads.com/book/show/13014041-the-pyramids-the-pentagon;158;3,60;Nonfiction;History;Science;Fantasy
Halfway to the Grave (Night Huntress, #1);Jeaniene Frost;https://goodreads.com/book/show/1421990.Halfway_to_the_Grave;125735;4,17;Fantasy;Paranormal;Paranormal;Vampires
The Scriptwriter (Kindle Edition);Adeerus Ghayan;https://goodreads.com/book/show/23357939-the-scriptwriter;22;4,50;Cultural;Pakistan;War;Terrorism
The President and the Provocateur: The Parallel Lives of JFK and Lee Harvey Oswald (Paperback);Alex Cox;https://goodreads.com/book/show/16057303-the-president-and-the-provocateur;30;3,83;Nonfiction;History;Biography;The United States Of America
Earth: An Alien Enterprise: The Shocking Truth Behind the Greatest Cover-up in Human History (Hardcover);Timothy Good;https://goodreads.com/book/show/17654689-earth;297;3,74;Nonfiction;Fantasy;Paranormal;Reference
Crimson Shore (Pendergast, #15);Douglas Preston;https://goodreads.com/book/show/25614598-crimson-shore;14194;4,00;Mystery;Thriller;Fiction;Suspense
Ancillary Mercy (Imperial Radch #3);Ann Leckie;https://goodreads.com/book/show/23533039-ancillary-mercy;26743;4,21;Science Fiction;Fiction;Space;Space Opera
Nexis (Tricksters, #1);A.L. Davroe;https://goodreads.com/book/show/21480858-nexis;359;4,02;Young Adult;Science Fiction;Dystopia;Science Fiction
Patriot (Alexander Hawke, #9);Ted Bell;https://goodreads.com/book/show/23871066-patriot;1388;3,90;Thriller;Fiction;Spy Thriller;Espionage
Son of the Black Sword (Saga of the Forgotten Warrior, #1);Larry Correia;https://goodreads.com/book/show/25110977-son-of-the-black-sword;5257;4,21;Fantasy;Fiction;Fantasy;Epic Fantasy
The Pharaoh's Secret (NUMA Files, #13);Clive Cussler;https://goodreads.com/book/show/24875396-the-pharaoh-s-secret;4865;4,00;Adventure;Thriller;Fiction;Action
Dark Places (Hardcover);Gillian Flynn;https://goodreads.com/book/show/5886881-dark-places;489434;3,93;Mystery;Fiction;Thriller;Mystery
The Three Musketeers (The D'Artagnan Romances, #1);Alexandre Dumas;https://goodreads.com/book/show/7190.The_Three_Musketeers;249080;4,07;Classics;Fiction;Historical;Historical Fiction
MemoRandom (MemoRandom, #1);Anders de la Motte;https://goodreads.com/book/show/25111037-memorandom;448;3,47;Thriller;Mystery;Mystery;Crime
Exclusive (Paperback);Sandra Brown;https://goodreads.com/book/show/30363.Exclusive;7962;3,96;Romance;Romance;Romantic Suspense;Mystery
The Girl Who Could Fly (Hardcover);Victoria Forester;https://goodreads.com/book/show/2090640.The_Girl_Who_Could_Fly;13064;4,07;Fantasy;Young Adult;Childrens;Middle Grade
The Redbreast (Harry Hole, #3);Jo Nesbø;https://goodreads.com/book/show/465226.The_Redbreast;75430;3,92;Mystery;Mystery;Crime;Fiction
The Chamber of Five (Hardcover);Michael Harmon;https://goodreads.com/book/show/9369713-the-chamber-of-five;118;3,31;Young Adult;Realistic Fiction;Young Adult;Teen
Spider's Bite (Elemental Assassin, #1);Jennifer Estep;https://goodreads.com/book/show/6611038-spider-s-bite;28962;3,87;Fantasy;Urban Fantasy;Fantasy;Fantasy
Six Months Later (Paperback);Natalie D. Richards;https://goodreads.com/book/show/17343998-six-months-later;7150;3,79;Young Adult;Mystery;Contemporary;Romance
Bring Up the Bodies (Thomas Cromwell, #2);Hilary Mantel;https://goodreads.com/book/show/13507212-bring-up-the-bodies;58371;4,27;Historical;Historical Fiction;Fiction;Historical
Mr. Monk and The Blue Flu (Mr. Monk, #3);Lee Goldberg;https://goodreads.com/book/show/115920.Mr_Monk_and_The_Blue_Flu;1988;3,89;Mystery;Fiction;Humor;Mystery
Mycroft Holmes (Hardcover);Kareem Abdul-Jabbar;https://goodreads.com/book/show/24458231-mycroft-holmes;5075;3,67;Mystery;Fiction;Historical;Historical Fiction
Secret Journey to Planet Serpo: A True Story of Interplanetary Travel (Paperback);Len Kasten;https://goodreads.com/book/show/16192215-secret-journey-to-planet-serpo;252;4,03;Nonfiction;Fantasy;Paranormal;Science
Blood on the Water (William Monk, #20);Anne Perry;https://goodreads.com/book/show/20587877-blood-on-the-water;2316;3,88;Mystery;Historical;Historical Fiction;Mystery
The Poe Shadow (Hardcover);Matthew Pearl;https://goodreads.com/book/show/9533.The_Poe_Shadow;7206;3,12;Historical;Historical Fiction;Mystery;Fiction
Warren Commission Report: A Graphic Investigation into the Kennedy Assassination (Paperback);Dan Mishkin;https://goodreads.com/book/show/20702020-warren-commission-report;130;3,71;Sequential Art;Graphic Novels;History;Nonfiction
The Ministry of Fear (Paperback);Graham Greene;https://goodreads.com/book/show/213653.The_Ministry_of_Fear;4190;3,82;Fiction;Classics;Mystery;Thriller
Six Epic Adventure Novels (Into the Americas / The Orphan Trilogy / The World Duology);Lance Morcan;https://goodreads.com/book/show/25729127-six-epic-adventure-novels;26;4,62;Adventure;Action;Suspense;Romance
Shadows of Self (Mistborn, #5);Brandon Sanderson;https://goodreads.com/book/show/16065004-shadows-of-self;62508;4,31;Fantasy;Fiction;Science Fiction;Steampunk
Dying for Mercy (KEY News #12);Mary Jane Clark;https://goodreads.com/book/show/5492552-dying-for-mercy;1137;3,63;Mystery;Fiction;Thriller;Mystery Thriller
1635: A Parcel of Rogues (Assiti Shards, #7);Eric Flint;https://goodreads.com/book/show/25110899-1635;703;3,91;Science Fiction;Alternate History;Science Fiction;Fiction
One of Our Thursdays Is Missing (Thursday Next, #6);Jasper Fforde;https://goodreads.com/book/show/8131227-one-of-our-thursdays-is-missing;16696;3,95;Fantasy;Fiction;Mystery;Humor
Omens (Cainsville, #1);Kelley Armstrong;https://goodreads.com/book/show/16101040-omens;16600;4,06;Fantasy;Urban Fantasy;Fantasy;Fantasy
Written in Fire (Brilliance Saga, #3);Marcus Sakey;https://goodreads.com/book/show/25812667-written-in-fire;11967;4,18;Science Fiction;Fiction;Thriller;Fantasy
Stark (Paperback);Ben Elton;https://goodreads.com/book/show/242242.Stark;6588;3,68;Fiction;Humor;Humor;Comedy
Morning Star (Red Rising, #3);Pierce Brown;https://goodreads.com/book/show/18966806-morning-star;98147;4,49;Science Fiction;Fantasy;Fiction;Science Fiction
House of Suns (Paperback);Alastair Reynolds;https://goodreads.com/book/show/1126719.House_of_Suns;17946;4,21;Science Fiction;Space;Space Opera;Fiction
"Shadow Study (Soulfinders #1; Study, #4)";Maria V. Snyder;https://goodreads.com/book/show/16130758-shadow-study;12251;4,08;Fantasy;Young Adult;Fantasy;Magic
Empire of Lies (Audiobook);Andrew Klavan;https://goodreads.com/book/show/3165106-empire-of-lies;471;3,49;Fiction;Thriller;Mystery;Thriller
Off The Grid (Joe Pickett, #16);C.J. Box;https://goodreads.com/book/show/25690957-off-the-grid;8905;4,21;Mystery;Fiction;Thriller;Suspense
The Travelers (Hardcover);Chris Pavone;https://goodreads.com/book/show/25731543-the-travelers;5046;3,60;Fiction;Thriller;Mystery;Thriller
The Chosen One (Maggie Costello, #2);Sam Bourne;https://goodreads.com/book/show/7829007-the-chosen-one;1881;3,69;Thriller;Fiction;Mystery;Crime
The Seven Dials Mystery (Superintendent Battle, #2);Agatha Christie;https://goodreads.com/book/show/483103.The_Seven_Dials_Mystery;14626;3,78;Mystery;Fiction;Mystery;Crime
The Secret of Chimneys (Superintendent Battle, #1);Agatha Christie;https://goodreads.com/book/show/16361.The_Secret_of_Chimneys;13647;3,86;Mystery;Fiction;Mystery;Crime
Map of Fates (The Conspiracy of Us, #2);Maggie  Hall;https://goodreads.com/book/show/24481697-map-of-fates;4169;4,11;Young Adult;Mystery;Contemporary;Romance
Hollywood Babylon (Hollywood Babylon, #1);Kenneth Anger;https://goodreads.com/book/show/70875.Hollywood_Babylon;3805;3,74;Nonfiction;Culture;Film;History
James Bond, Vol. 1: VARGR (Hardcover);Warren Ellis;https://goodreads.com/book/show/28820820-james-bond-vol-1;1096;3,64;Sequential Art;Comics;Sequential Art;Graphic Novels
Debunking Holocaust Denial Theories (Kindle Edition);James Morcan;https://goodreads.com/book/show/32798649-debunking-holocaust-denial-theories;97;4,59;History;World War II;Holocaust;Nonfiction
The Dark Days Club (Lady Helen, #1);Alison Goodman;https://goodreads.com/book/show/15993203-the-dark-days-club;12058;3,78;Fantasy;Historical;Historical Fiction;Young Adult
Love, Lies and Spies (Paperback);Cindy Anstey;https://goodreads.com/book/show/25320766-love-lies-and-spies;3495;3,61;Historical;Historical Fiction;Romance;Young Adult
The Hundred Thousand Kingdoms (Inheritance, #1);N.K. Jemisin;https://goodreads.com/book/show/6437061-the-hundred-thousand-kingdoms;42826;3,84;Fantasy;Fiction;Romance;Fantasy
Carrion Comfort (Paperback);Dan Simmons;https://goodreads.com/book/show/11286.Carrion_Comfort;17112;3,90;Horror;Fiction;Fantasy;Paranormal
Last Light (Last Light, #1);Alex Scarrow;https://goodreads.com/book/show/2167112.Last_Light;1581;3,91;Thriller;Fiction;Apocalyptic;Post Apocalyptic
Robert B. Parker's Kickback (Spenser, #43);Ace Atkins;https://goodreads.com/book/show/23281911-robert-b-parker-s-kickback;3540;3,84;Mystery;Fiction;Mystery;Crime
Conspiracy (Lady Grace Mysteries, #3);Grace Cavendish;https://goodreads.com/book/show/354617.Conspiracy;1204;4,06;Historical;Historical Fiction;Mystery;Young Adult
The Deep State: The Fall of the Constitution and the Rise of a Shadow Government (Hardcover);Mike Lofgren;https://goodreads.com/book/show/25361882-the-deep-state;466;3,97;Politics;Nonfiction;History;North American Hi...
Bloodline of the Gods: Unravel the Mystery of the Human Blood Type to Reveal the Aliens Among Us (Paperback);Nick Redfern;https://goodreads.com/book/show/26144085-bloodline-of-the-gods;115;3,56;Science Fiction;Aliens;Nonfiction;Science Fiction
The Nostradamus Prophecies (Antichrist Trilogy #1);Mario Reading;https://goodreads.com/book/show/6887355-the-nostradamus-prophecies;1143;3,35;Thriller;Fiction;Mystery;Historical
Before the Fall (Kindle Edition);Noah Hawley;https://goodreads.com/book/show/40670008-before-the-fall;96699;3,74;Fiction;Mystery;Thriller;Thriller
With the Lightnings (Lt. Leary, #1);David Drake;https://goodreads.com/book/show/286445.With_the_Lightnings;5504;3,86;Science Fiction;Space;Space Opera;Fiction
To Kingdom Come (Barker & Llewelyn, #2);Will Thomas;https://goodreads.com/book/show/1061940.To_Kingdom_Come;2421;3,96;Mystery;Historical;Historical Fiction;Mystery
Disclosing the Secret (Kindle Edition);Vincent Amato;https://goodreads.com/book/show/28635493-disclosing-the-secret;443;4,06;Science Fiction;Thriller;Business;Amazon
Killfile (John Smith, #1);Christopher Farnsworth;https://goodreads.com/book/show/27213216-killfile;1354;4,14;Thriller;Fiction;Mystery;Science Fiction
Infomocracy (The Centenal Cycle, #1);Malka Ann Older;https://goodreads.com/book/show/26114433-infomocracy;3872;3,54;Science Fiction;Fiction;Science Fiction;Dystopia
The Man Who Killed Kennedy: The Case Against LBJ (Hardcover);Roger Stone;https://goodreads.com/book/show/17593287-the-man-who-killed-kennedy;1452;3,97;History;Politics;Nonfiction;Crime
EDS (Medical Kidnap Files #2);P.D. Workman;https://goodreads.com/book/show/32162589-eds;12;4,75;Medical;Young Adult;Suspense;Family Law
Pirate (Fargo Adventure, #8);Clive Cussler;https://goodreads.com/book/show/29093239-pirate;4904;4,00;Adventure;Fiction;Mystery;Thriller
The Call of The Black River (Paperback);Martin Adil-Smith;https://goodreads.com/book/show/18810976-the-call-of-the-black-river;107;4,38;Science Fiction;Horror;Fantasy;Short Stories
The Sign of Four (Sherlock Holmes, #2);Arthur Conan Doyle;https://goodreads.com/book/show/608474.The_Sign_of_Four;88591;3,94;Classics;Mystery;Fiction;Mystery
